-5.271369e-10, -3.200000e-02, 
-1.117352e-09, -3.150000e-02, 
-2.338117e-09, -3.100000e-02, 
-4.829961e-09, -3.050000e-02, 
-9.849493e-09, -3.000000e-02, 
-1.982750e-08, -2.950000e-02, 
-3.940002e-08, -2.900000e-02, 
-7.728394e-08, -2.850000e-02, 
-1.496360e-07, -2.800000e-02, 
-2.859732e-07, -2.750000e-02, 
-5.394429e-07, -2.700000e-02, 
-1.004347e-06, -2.650000e-02, 
-1.845554e-06, -2.600000e-02, 
-3.347034e-06, -2.550000e-02, 
-5.990577e-06, -2.500000e-02, 
-1.058123e-05, -2.450000e-02, 
-1.844357e-05, -2.400000e-02, 
-3.172316e-05, -2.350000e-02, 
-5.384071e-05, -2.300000e-02, 
-9.016256e-05, -2.250000e-02, 
-1.489702e-04, -2.200000e-02, 
-2.428318e-04, -2.150000e-02, 
-3.904965e-04, -2.100000e-02, 
-6.194480e-04, -2.050000e-02, 
-9.692516e-04, -2.000000e-02, 
-1.495812e-03, -1.950000e-02, 
-2.276609e-03, -1.900000e-02, 
-3.416869e-03, -1.850000e-02, 
-5.056509e-03, -1.800000e-02, 
-7.377419e-03, -1.750000e-02, 
-1.061043e-02, -1.700000e-02, 
-1.504086e-02, -1.650000e-02, 
-2.101134e-02, -1.600000e-02, 
-2.891988e-02, -1.550000e-02, 
-3.921132e-02, -1.500000e-02, 
-5.235964e-02, -1.450000e-02, 
-6.883918e-02, -1.400000e-02, 
-8.908292e-02, -1.350000e-02, 
-1.134272e-01, -1.300000e-02, 
-1.420435e-01, -1.250000e-02, 
-1.748605e-01, -1.200000e-02, 
-2.114802e-01, -1.150000e-02, 
-2.510980e-01, -1.100000e-02, 
-2.924341e-01, -1.050000e-02, 
-3.336908e-01, -1.000000e-02, 
-3.725458e-01, -9.500000e-03, 
-4.061959e-01, -9.000000e-03, 
-4.314581e-01, -8.500000e-03, 
-4.449345e-01, -8.000000e-03, 
-4.432385e-01, -7.500000e-03, 
-4.232714e-01, -7.000000e-03, 
-3.825334e-01, -6.500000e-03, 
-3.194400e-01, -6.000000e-03, 
-2.336138e-01, -5.500000e-03, 
-1.261145e-01, -5.000000e-03, 
4.262705e-04, -4.500000e-03, 
1.417942e-01, -4.000000e-03, 
2.923234e-01, -3.500000e-03, 
4.451736e-01, -3.000000e-03, 
5.927418e-01, -2.500000e-03, 
7.271773e-01, -2.000000e-03, 
8.409595e-01, -1.500000e-03, 
9.274826e-01, -1.000000e-03, 
9.815893e-01, -5.000000e-04, 
1.000000e+00, 0.000000e+00, 
9.815893e-01, 5.000000e-04, 
9.274826e-01, 1.000000e-03, 
8.409595e-01, 1.500000e-03, 
7.271773e-01, 2.000000e-03, 
5.927418e-01, 2.500000e-03, 
4.451736e-01, 3.000000e-03, 
2.923234e-01, 3.500000e-03, 
1.417942e-01, 4.000000e-03, 
4.262705e-04, 4.500000e-03, 
-1.261145e-01, 5.000000e-03, 
-2.336138e-01, 5.500000e-03, 
-3.194400e-01, 6.000000e-03, 
-3.825334e-01, 6.500000e-03, 
-4.232714e-01, 7.000000e-03, 
-4.432385e-01, 7.500000e-03, 
-4.449345e-01, 8.000000e-03, 
-4.314581e-01, 8.500000e-03, 
-4.061959e-01, 9.000000e-03, 
-3.725458e-01, 9.500000e-03, 
-3.336908e-01, 1.000000e-02, 
-2.924341e-01, 1.050000e-02, 
-2.510980e-01, 1.100000e-02, 
-2.114802e-01, 1.150000e-02, 
-1.748605e-01, 1.200000e-02, 
-1.420435e-01, 1.250000e-02, 
-1.134272e-01, 1.300000e-02, 
-8.908292e-02, 1.350000e-02, 
-6.883918e-02, 1.400000e-02, 
-5.235964e-02, 1.450000e-02, 
-3.921132e-02, 1.500000e-02, 
-2.891988e-02, 1.550000e-02, 
-2.101134e-02, 1.600000e-02, 
-1.504086e-02, 1.650000e-02, 
-1.061043e-02, 1.700000e-02, 
-7.377419e-03, 1.750000e-02, 
-5.056509e-03, 1.800000e-02, 
-3.416869e-03, 1.850000e-02, 
-2.276609e-03, 1.900000e-02, 
-1.495812e-03, 1.950000e-02, 
-9.692516e-04, 2.000000e-02, 
-6.194480e-04, 2.050000e-02, 
-3.904965e-04, 2.100000e-02, 
-2.428318e-04, 2.150000e-02, 
-1.489702e-04, 2.200000e-02, 
-9.016256e-05, 2.250000e-02, 
-5.384071e-05, 2.300000e-02, 
-3.172316e-05, 2.350000e-02, 
-1.844357e-05, 2.400000e-02, 
-1.058123e-05, 2.450000e-02, 
-5.990577e-06, 2.500000e-02, 
-3.347034e-06, 2.550000e-02, 
-1.845554e-06, 2.600000e-02, 
-1.004347e-06, 2.650000e-02, 
-5.394429e-07, 2.700000e-02, 
-2.859732e-07, 2.750000e-02, 
-1.496360e-07, 2.800000e-02, 
-7.728394e-08, 2.850000e-02, 
-3.940002e-08, 2.900000e-02, 
-1.982750e-08, 2.950000e-02, 
-9.849493e-09, 3.000000e-02, 
-4.829961e-09, 3.050000e-02, 
-2.338117e-09, 3.100000e-02, 
-1.117352e-09, 3.150000e-02, 
